system:index,address_land,address_road,agency_code,agency_name,amusement_facility,area,buffer_100_lst,buffer_200_lst,buffer_300_lst,buffer_500_lst,buffer_50_lst,convenience_facility,cultural_facility,data_date,designated_date,id,management_agency,other_facility,park_lst,park_name,park_ndvi,park_type,sports_facility,tel,.geo
00000000000000000075,전라남도 순천시 해룡면 신대리2013,,4820000,전라남도 순천시,조합놀이대,1486.0,46.02810801524992,45.30141487177011,44.34555190898607,42.941692426478085,46.139508846808056,,,2024-11-19,2006-11-03,46150-00096,전라남도 순천시청,,46.11524828000006,79공원,0.1900472788763502,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.5536914908806,34.93130451338951]}"
00000000000000000074,전라남도 순천시 해룡면 신대리2027,,4820000,전라남도 순천시,조합놀이대,2257.0,45.052048726392414,44.74614865866025,43.348891941481746,41.80401810517367,44.7545078345725,,,2024-11-19,2006-11-03,46150-00097,전라남도 순천시청,,44.354967980000026,80공원,0.1267503969972571,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.55279075246781,34.92837042489634]}"
00000000000000000073,전라남도 순천시 해룡면 신대리2044,,4820000,전라남도 순천시,조합놀이대,1969.0,41.8672839770352,40.83883316455518,40.19360628818325,41.20667480701805,41.83993064707328,,,2024-11-19,2006-11-03,46150-00098,전라남도 순천시청,,41.897411600000055,81공원,0.221001221001221,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.54732389457628,34.927661427828845]}"
00000000000000000070,,전라남도 순천시 해룡면 큰산두길 13,4820000,전라남도 순천시,조합놀이대,4887.0,40.86460217058934,39.79637586297636,38.6783372671898,38.03623174500321,41.17688611488649,,,2024-11-19,2008-11-27,46150-00101,전라남도 순천시청,,41.51117534000002,78공원,0.2890436265454029,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.5732401898989,34.931594354957994]}"
00000000000000000091,전라남도 순천시 오천동 712-6(오천택지),,4820000,전라남도 순천시,,1570.0,49.083314223752105,48.43308374371261,47.60907385241041,45.99981140590506,49.32481235831596,,,2024-11-19,2011-09-30,46150-00129,전라남도 순천시청,,49.48199798000002,오천공원,0.17818487512697467,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.49540658101101,34.93169245518117]}"
00000000000000000090,전라남도 순천시 해룡면 상삼리 413번지 일원,,4820000,전라남도 순천시,,1720.0,45.74375835302942,45.34216015399835,44.953288157536825,44.03220040994667,45.72437200698665,,,2024-11-19,2012-12-27,46150-00131,전라남도 순천시청,,45.65723360000004,68공원,0.34117877807198194,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.53492759364771,34.94530609069732]}"
0000000000000000008c,전라남도 순천시 덕암동404-1,,4820000,전라남도 순천시,조합놀이대,483.0,51.57253829810111,50.66076327240832,49.8470367162203,48.85221311186594,52.04467279631287,,,2024-11-19,2011-07-20,46150-00135,전라남도 순천시청,,52.10361932000001,69공원,0.2262949077275871,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.50794111407225,34.94906065378433]}"
0000000000000000000a,전라남도 순천시 해룡면 상삼리 930,,4820000,전라남도 순천시,조합놀이대,4415.0,43.32333114145599,43.51038054933659,43.65494500808215,44.5131141037552,43.08334214913095,화장실+ 음수대,,2024-11-19,2016-12-31,46150-00179,전라남도 순천시청,,42.87496532,83공원,0.30647451370154766,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.53020094653104,34.943098835675876]}"
00000000000000000024,전라남도 순천시 주암면 창촌리,,4820000,전라남도 순천시,,81430.0,36.625097967658874,37.5007878060756,38.186855954551525,38.105362401897935,36.63183777106971,,,2024-11-19,2017-11-15,46150-00178,전라남도 순천시청,,36.84899605999999,청수거북이공원,0.45517310054104293,역사공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.28131176213193,35.05858509385908]}"
0000000000000000002f,전라남도 순천시 인제동375-5,전라남도 순천시 장평안길30,4820000,전라남도 순천시,조합놀이대,1480.0,52.64089212137702,52.492073883404665,52.01105055913735,50.0885743911007,52.55963751078354,,,2024-11-19,1978-05-15,46150-00012,전라남도 순천시청,경로당,52.38047893999999,인제공원,0.1653875531953588,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.49322608059589,34.94440089318349]}"
00000000000000000048,전라남도 순천시 가곡동 962,전라남도 순천시 고지2길17,4820000,전라남도 순천시,,2005.0,48.00169273909616,47.00809570206172,45.85144316549059,43.72032722072963,49.032456317873944,,,2024-11-19,1989-12-16,46150-00035,전라남도 순천시청,경로당,49.174376180000024,고지공원,0.1743231497279722,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.48379062276679,34.9813044135018]}"
00000000000000000046,전라남도 순천시 가곡동998,전라남도 순천시 망산1길29,4820000,전라남도 순천시,조합놀이대+그네+시소+회전기구,1980.0,50.13688087894473,48.55675172761264,47.12863921423099,44.755634306599134,50.66662674500001,,,2024-11-19,1989-12-16,46150-00038,전라남도 순천시청,경로당,50.92098440000001,신기공원,0.16683621566632756,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.48326444884249,34.97452657990056]}"
00000000000000000033,전라남도 순천시 조례동1867,,4820000,전라남도 순천시,조합놀이대,173887.0,41.337599450778676,41.25942770529588,42.00906357675567,42.531240547081026,41.6334243963657,화장실+주차장+음수대,야외극장+ 도서관,2024-11-19,1974-04-12,46150-00007,전라남도 순천시청,분수시설,42.37251637999998,조례호수공원,0.36817842858111316,근린공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.52203187340113,34.96604536969691]}"
0000000000000000005e,전라남도 순천시 해룡면 상삼리690,,4820000,전라남도 순천시,조합놀이대+흔들기구,10007.0,45.98485547461262,46.73540275063243,46.98454088793888,46.9742438887672,45.57445073002231,화장실,,2024-11-19,1995-08-29,46150-00066,전라남도 순천시청,분수시설,45.43848032000005,버드네공원,0.3020940611053896,근린공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.52776181825482,34.946554638992296]}"
00000000000000000077,전라남도 순천시 해룡면 신대리2099,,4820000,전라남도 순천시,,15629.0,41.2354271729437,41.80043219114539,42.18349022935442,41.94031418185536,41.12414294544235,,,2024-11-19,2006-11-03,46150-00094,전라남도 순천시청,분수시설,40.45500716000004,22공원,0.28636645849311565,근린공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.55096698013693,34.92865134826271]}"
0000000000000000006e,전라남도 순천시 조곡동210,,4820000,전라남도 순천시,,12570.0,44.20749424805767,45.034324101124845,45.60330048761423,46.029211513266546,44.380121494109765,주차장,,2024-11-19,2009-03-27,46150-00103,전라남도 순천시청,분수시설,44.41307432000002,장대공원(A지구),0.34675251167397764,근린공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.49490716169304,34.95014421534032]}"
0000000000000000006d,,전라남도 순천시 율전2길 148(조곡동),4820000,전라남도 순천시,조합놀이대,31490.0,47.14277754244722,45.34896709602764,43.64296233154005,44.45107739218775,47.61697415849186,주차장+화장실,,2024-11-19,2009-03-27,46150-00104,전라남도 순천시청,분수시설,47.79349610000003,장대공원(B지구),0.16474406600711688,근린공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.49560724055841,34.95161571868795]}"
00000000000000000092,전라남도 순천시 오천동 805-16(오천택지),,4820000,전라남도 순천시,,25148.0,48.39216820491484,47.19873978859574,46.71489047143907,46.784086236730154,48.79348129178268,,,2024-11-19,2011-09-30,46150-00128,전라남도 순천시청,분수시설,48.98296706000002,29공원,0.1616622277354154,근린공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.49389048665284,34.93433670210585]}"
00000000000000000009,전라남도 순천시 서면 선평리 818,,4820000,전라남도 순천시,그물놀이터+ 그네+ 집라인,61478.0,43.42584685655232,44.677468505131806,45.05383795917826,44.33572874864025,42.72025051243567,화장실+ 음수대,기적의 놀이터 3호,2024-11-19,2017-11-15,46150-00180,전라남도 순천시청,분수시설,42.478475,강청수변공원,0.328192661247436,수변공원,축구장+ 인라인스케이트장+ 밸런스바이크장,061-749-6330,"{""type"":""Point"",""coordinates"":[127.4993840991507,34.98723055880183]}"
00000000000000000023,전라남도 순천시 서면 선평리 818,,4820000,전라남도 순천시,그물놀이터+ 그네+ 집라인,61478.0,43.42584685655232,44.677468505131806,45.05383795917826,44.33572874864025,42.72025051243567,화장실+ 음수대,,2024-11-19,2017-11-15,46150-00180,전라남도 순천시청,분수시설,42.478475,강청공원,0.328192661247436,수변공원,축구장+ 인라인스케이트장+ 밸런스바이크장,061-749-6330,"{""type"":""Point"",""coordinates"":[127.4993840991507,34.98723055880183]}"
00000000000000000062,전라남도 순천시 연향동1630,,4820000,전라남도 순천시,슬라이더+출렁다리,1860.0,42.881538557754844,42.98593096206405,42.88498834199849,42.270361267057304,42.94510670843089,화장실+음수대,기적의놀이터 1호,2024-11-19,1992-12-21,46150-00062,전라남도 순천시청,연못+수로,42.929653640000026,호반3공원,0.2781656399726215,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.52864917936446,34.939054431020395]}"
0000000000000000001b,,전라남도 순천시 장명3길 2-5(장천동),4820000,전라남도 순천시,,1672.0,49.11110925634688,49.384740807924416,49.55264603173739,48.69423397793973,49.02843434983646,,,2024-11-19,2009-03-27,46150-00158,전라남도 순천시청,인공수로,49.16070410000003,소공원24,0.1373807106598985,소공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.48707252114214,34.95208838339962]}"
000000000000000000a0,전라남도 순천시 오천동 600,전라남도 순천시 국가정원1호길 162-2,4840000,전라남도 순천시,없음,1120000.0,41.563990955381186,41.873187494261565,42.42757099466537,43.031927072455915,41.41247522625095,식음시설,생태학습관,2026-06-05,2013-10-20,46150-99999,전라남도 순천시청,조경시설,42.20845142000002,순천만국가정원,0.31640940895186526,국가정원,없음,061-749-3114,"{""type"":""Point"",""coordinates"":[127.50275963864816,34.92983746914293]}"
